benchmark,dataset_key,threshold,policy_mode,agent,agent_display,baseline_input_tokens_est,baseline_output_tokens_est,baseline_total_api_tokens_est,saved_input_tokens_est,saved_output_tokens_est,saved_total_api_tokens_est,baseline_external_input_tokens_est,saved_external_input_tokens_est,baseline_transcript_total_tokens_est,saved_transcript_total_tokens_est,trajectories,decided_trajectories,input_token_save_pct_est,output_token_save_pct_est,total_token_save_pct_est,external_input_token_save_pct_est,transcript_total_token_save_pct_est,token_method
SWE-bench Verified,sweverify,0.75,dual,20250807_mini-v1.7.0_gpt-5,GPT-5,143619746.0,2616202.0,146235948.0,65610696.0,937739.0,66548435.0,11575629.0,1890866.0,14191652.0,2828521.0,489,264,45.6836,35.8435,45.5076,16.3349,19.9309,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20250807_mini-v1.7.0_gpt-5-mini,GPT-5-Mini,159723763.0,2266042.0,161989805.0,88766495.0,956369.0,89722864.0,12017354.0,2967835.0,14283215.0,3924108.0,489,291,55.575,42.2044,55.388,24.6962,27.4736,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20250807_mini-v1.7.0_gpt-5-nano,GPT-5-Nano,883286856.0,7462706.0,890749562.0,748848168.0,4796709.0,753644877.0,8488624.0,3455424.0,15951132.0,8252016.0,488,303,84.7797,64.2757,84.6079,40.7065,51.7331,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20250822_mini-v1.9.1_glm-4.5,GLM-4.5,431179917.0,6172348.0,437352265.0,342610577.0,4344978.0,346955555.0,12787623.0,6988238.0,18959794.0,11333038.0,487,442,79.4588,70.3942,79.3309,54.6485,59.7741,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20250929_mini-v1.13.3_sonnet-4-5-20250929,Claude-Sonnet-4.5,562346940.0,8439351.0,570786291.0,434863599.0,5444212.0,440307811.0,114083133.0,109427973.0,122522277.0,114872059.0,488,390,77.3301,64.5098,77.1406,95.9195,93.7561,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,Gemini-3-Pro,368376195.0,4176482.0,372552677.0,284882364.0,2516910.0,287399274.0,10670168.0,5447052.0,14846452.0,7963798.0,489,423,77.3346,60.2639,77.1433,51.0494,53.6411,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251120_mini-v1.15.0_gpt-5.1-2025-11-13,GPT-5.1,348262307.0,3812980.0,352075287.0,229735463.0,2305529.0,232040992.0,18053845.0,6114623.0,21866626.0,8420000.0,489,401,65.9662,60.4653,65.9066,33.8688,38.5062,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251124_mini-v1.16.0_gpt-5.1-codex,GPT-5.1-Codex,280829612.0,1998022.0,282827634.0,195492494.0,1089135.0,196581629.0,11835130.0,4424143.0,13832947.0,5513156.0,489,355,69.6125,54.5107,69.5058,37.3814,39.8553,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251124_mini-v1.17.0_minimax-m2,MiniMax-M2,1262051027.0,9874808.0,1271925835.0,1046152776.0,7508340.0,1053661116.0,23294394.0,16002629.0,33169023.0,23510793.0,488,438,82.8931,76.0353,82.8398,68.6973,70.8818,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251201_mini-v1.17.1_deepseek-v3.2-reasoner,DeepSeek-V3.2,486735528.0,6541392.0,493276920.0,407965856.0,4916902.0,412882758.0,13618723.0,8449946.0,20159927.0,13366688.0,482,431,83.8167,75.166,83.702,62.0465,66.3033,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251201_mini-v1.17.1_glm-4.6,GLM-4.6,988282044.0,7461927.0,995743971.0,892759674.0,5602657.0,898362331.0,368108773.0,362628904.0,375570522.0,368231402.0,488,422,90.3345,75.0832,90.2202,98.5113,98.0459,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251209_mini-v1.17.2_devstral-2512,Devstral-Large,1231738310.0,10449642.0,1242187952.0,1069615112.0,8626192.0,1078241304.0,17073068.0,11338100.0,27522525.0,19964133.0,488,391,86.8379,82.5501,86.8018,66.4093,72.5374,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251209_mini-v1.17.2_devstral-small-2512,Devstral-Small,1730973755.0,13078969.0,1744052724.0,1500284051.0,10757369.0,1511041420.0,19795681.0,12854679.0,32874466.0,23611863.0,488,452,86.6728,82.2494,86.6397,64.9368,71.8243,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251210_mini-v1.17.2_kimi-k2-thinking,Kimi-K2-Thinking,604611573.0,5698098.0,610309671.0,481527289.0,4014076.0,485541365.0,15945568.0,9367779.0,21643487.0,13381694.0,488,425,79.6424,70.4459,79.5566,58.7485,61.8278,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251211_mini-v1.17.2_gpt-5.2-2025-12-11,GPT-5.2,143322469.0,2675554.0,145998023.0,81805605.0,1068741.0,82874346.0,9496648.0,2389975.0,12172029.0,3458613.0,488,351,57.078,39.9447,56.764,25.1665,28.4144,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.75,dual,20251211_mini-v1.17.2_gpt-5.2-2025-12-11-high,GPT-5.2-High,208881994.0,3074705.0,211956699.0,134025645.0,1453733.0,135479378.0,11199034.0,3481588.0,14273557.0,4935185.0,487,380,64.1633,47.2804,63.9184,31.0883,34.5757,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20250807_mini-v1.7.0_gpt-5,GPT-5,143619746.0,2616202.0,146235948.0,59668007.0,843633.0,60511640.0,11575629.0,1749395.0,14191652.0,2592947.0,489,236,41.5458,32.2465,41.3795,15.1127,18.2709,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20250807_mini-v1.7.0_gpt-5-mini,GPT-5-Mini,159723763.0,2266042.0,161989805.0,84055710.0,898094.0,84953804.0,12017354.0,2815619.0,14283215.0,3713620.0,489,268,52.6257,39.6327,52.4439,23.4296,25.9999,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20250807_mini-v1.7.0_gpt-5-nano,GPT-5-Nano,883286856.0,7462706.0,890749562.0,697218128.0,4464256.0,701682384.0,8488624.0,3233255.0,15951132.0,7697401.0,488,281,78.9345,59.8209,78.7744,38.0893,48.2561,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20250822_mini-v1.9.1_glm-4.5,GLM-4.5,431179917.0,6172348.0,437352265.0,316325188.0,4006255.0,320331443.0,12787623.0,6291084.0,18959794.0,10297168.0,487,413,73.3627,64.9065,73.2433,49.1967,54.3105,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20250929_mini-v1.13.3_sonnet-4-5-20250929,Claude-Sonnet-4.5,562346940.0,8439351.0,570786291.0,402510168.0,4908535.0,407418703.0,114083133.0,108852379.0,122522277.0,113760794.0,488,360,71.5768,58.1625,71.3785,95.415,92.8491,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,Gemini-3-Pro,368376195.0,4176482.0,372552677.0,270498822.0,2370445.0,272869267.0,10670168.0,5153819.0,14846452.0,7524112.0,489,403,73.43,56.757,73.2431,48.3012,50.6795,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251120_mini-v1.15.0_gpt-5.1-2025-11-13,GPT-5.1,348262307.0,3812980.0,352075287.0,206991346.0,2084690.0,209076036.0,18053845.0,5684970.0,21866626.0,7769522.0,489,374,59.4355,54.6735,59.3839,31.489,35.5314,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251124_mini-v1.16.0_gpt-5.1-codex,GPT-5.1-Codex,280829612.0,1998022.0,282827634.0,175150433.0,942496.0,176092929.0,11835130.0,3966959.0,13832947.0,4909348.0,489,324,62.3689,47.1715,62.2616,33.5185,35.4903,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251124_mini-v1.17.0_minimax-m2,MiniMax-M2,1262051027.0,9874808.0,1271925835.0,978354543.0,6974084.0,985328627.0,23294394.0,14628224.0,33169023.0,21602145.0,488,410,77.521,70.625,77.4675,62.7972,65.1275,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251201_mini-v1.17.1_deepseek-v3.2-reasoner,DeepSeek-V3.2,486735528.0,6541392.0,493276920.0,383456712.0,4570392.0,388027104.0,13618723.0,7865438.0,20159927.0,12435675.0,482,407,78.7813,69.8688,78.6631,57.7546,61.6851,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251201_mini-v1.17.1_glm-4.6,GLM-4.6,988282044.0,7461927.0,995743971.0,864002500.0,5275086.0,869277586.0,368108773.0,361694395.0,375570522.0,366969327.0,488,402,87.4247,70.6933,87.2993,98.2575,97.7098,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251209_mini-v1.17.2_devstral-2512,Devstral-Large,1231738310.0,10449642.0,1242187952.0,1012311534.0,8135375.0,1020446909.0,17073068.0,10729027.0,27522525.0,18864250.0,488,376,82.1856,77.8531,82.1492,62.8418,68.5411,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251209_mini-v1.17.2_devstral-small-2512,Devstral-Small,1730973755.0,13078969.0,1744052724.0,1351768696.0,9598684.0,1361367380.0,19795681.0,11604945.0,32874466.0,21203466.0,488,423,78.093,73.3902,78.0577,58.6236,64.4983,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251210_mini-v1.17.2_kimi-k2-thinking,Kimi-K2-Thinking,604611573.0,5698098.0,610309671.0,433580597.0,3720704.0,437301301.0,15945568.0,8810148.0,21643487.0,12530695.0,488,408,71.7123,65.2973,71.6524,55.2514,57.8959,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251211_mini-v1.17.2_gpt-5.2-2025-12-11,GPT-5.2,143322469.0,2675554.0,145998023.0,76291764.0,987968.0,77279732.0,9496648.0,2238078.0,12172029.0,3225945.0,488,326,53.2308,36.9257,52.932,23.567,26.5029,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.8,dual,20251211_mini-v1.17.2_gpt-5.2-2025-12-11-high,GPT-5.2-High,208881994.0,3074705.0,211956699.0,121494920.0,1339433.0,122834353.0,11199034.0,3211307.0,14273557.0,4550615.0,487,347,58.1644,43.563,57.9526,28.6749,31.8814,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20250807_mini-v1.7.0_gpt-5,GPT-5,143619746.0,2616202.0,146235948.0,55060710.0,764702.0,55825412.0,11575629.0,1604034.0,14191652.0,2368659.0,489,213,38.3378,29.2295,38.1749,13.857,16.6905,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20250807_mini-v1.7.0_gpt-5-mini,GPT-5-Mini,159723763.0,2266042.0,161989805.0,77893129.0,832848.0,78725977.0,12017354.0,2596045.0,14283215.0,3428811.0,489,241,48.7674,36.7534,48.5993,21.6025,24.0059,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20250807_mini-v1.7.0_gpt-5-nano,GPT-5-Nano,883286856.0,7462706.0,890749562.0,607389169.0,3821332.0,611210501.0,8488624.0,2949004.0,15951132.0,6770241.0,488,252,68.7647,51.2057,68.6175,34.7407,42.4436,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20250822_mini-v1.9.1_glm-4.5,GLM-4.5,431179917.0,6172348.0,437352265.0,281862063.0,3612511.0,285474574.0,12787623.0,5398328.0,18959794.0,9010688.0,487,371,65.3699,58.5273,65.2734,42.2153,47.5252,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20250929_mini-v1.13.3_sonnet-4-5-20250929,Claude-Sonnet-4.5,562346940.0,8439351.0,570786291.0,350678752.0,4034834.0,354713586.0,114083133.0,107703740.0,122522277.0,111738468.0,488,311,62.3599,47.8098,62.1447,94.4081,91.1985,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,Gemini-3-Pro,368376195.0,4176482.0,372552677.0,237155707.0,2093412.0,239249119.0,10670168.0,4613605.0,14846452.0,6706877.0,489,369,64.3787,50.1238,64.2189,43.2384,45.1749,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251120_mini-v1.15.0_gpt-5.1-2025-11-13,GPT-5.1,348262307.0,3812980.0,352075287.0,174252310.0,1795752.0,176048062.0,18053845.0,4647669.0,21866626.0,6443304.0,489,321,50.0348,47.0958,50.003,25.7434,29.4664,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251124_mini-v1.16.0_gpt-5.1-codex,GPT-5.1-Codex,280829612.0,1998022.0,282827634.0,152712623.0,824292.0,153536915.0,11835130.0,3444840.0,13832947.0,4269042.0,489,284,54.3791,41.2554,54.2864,29.1069,30.8614,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251124_mini-v1.17.0_minimax-m2,MiniMax-M2,1262051027.0,9874808.0,1271925835.0,878684992.0,6228544.0,884913536.0,23294394.0,12922926.0,33169023.0,19151319.0,488,372,69.6236,63.0751,69.5727,55.4765,57.7386,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251201_mini-v1.17.1_deepseek-v3.2-reasoner,DeepSeek-V3.2,486735528.0,6541392.0,493276920.0,349333829.0,4156029.0,353489858.0,13618723.0,7181191.0,20159927.0,11337078.0,482,377,71.7708,63.5343,71.6615,52.7303,56.2357,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251201_mini-v1.17.1_glm-4.6,GLM-4.6,988282044.0,7461927.0,995743971.0,810005739.0,4712810.0,814718549.0,368108773.0,360340321.0,375570522.0,365052980.0,488,365,81.961,63.1581,81.8201,97.8896,97.1996,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251209_mini-v1.17.2_devstral-2512,Devstral-Large,1231738310.0,10449642.0,1242187952.0,879755392.0,7210829.0,886966221.0,17073068.0,9611268.0,27522525.0,16821963.0,488,338,71.4239,69.0055,71.4035,56.2949,61.1207,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251209_mini-v1.17.2_devstral-small-2512,Devstral-Small,1730973755.0,13078969.0,1744052724.0,1211469601.0,8737599.0,1220207200.0,19795681.0,10453352.0,32874466.0,19190807.0,488,387,69.9878,66.8065,69.9639,52.8062,58.376,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251210_mini-v1.17.2_kimi-k2-thinking,Kimi-K2-Thinking,604611573.0,5698098.0,610309671.0,390018984.0,3277667.0,393296651.0,15945568.0,7767958.0,21643487.0,11045489.0,488,368,64.5074,57.5221,64.4421,48.7155,51.0338,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251211_mini-v1.17.2_gpt-5.2-2025-12-11,GPT-5.2,143322469.0,2675554.0,145998023.0,67736799.0,860559.0,68597358.0,9496648.0,1951581.0,12172029.0,2812049.0,488,295,47.2618,32.1638,46.9851,20.5502,23.1025,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.85,dual,20251211_mini-v1.17.2_gpt-5.2-2025-12-11-high,GPT-5.2-High,208881994.0,3074705.0,211956699.0,108435534.0,1166631.0,109602165.0,11199034.0,2846074.0,14273557.0,4012596.0,487,310,51.9123,37.9429,51.7097,25.4136,28.1121,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20250807_mini-v1.7.0_gpt-5,GPT-5,143619746.0,2616202.0,146235948.0,40691038.0,588124.0,41279162.0,11575629.0,1295938.0,14191652.0,1883992.0,489,181,28.3325,22.4801,28.2278,11.1954,13.2754,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20250807_mini-v1.7.0_gpt-5-mini,GPT-5-Mini,159723763.0,2266042.0,161989805.0,68470364.0,722149.0,69192513.0,12017354.0,2087630.0,14283215.0,2809703.0,489,208,42.868,31.8683,42.7141,17.3718,19.6714,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20250807_mini-v1.7.0_gpt-5-nano,GPT-5-Nano,883286856.0,7462706.0,890749562.0,427440791.0,2804826.0,430245617.0,8488624.0,2060293.0,15951132.0,4865046.0,488,214,48.3921,37.5846,48.3015,24.2712,30.4997,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20250822_mini-v1.9.1_glm-4.5,GLM-4.5,431179917.0,6172348.0,437352265.0,244750150.0,3125791.0,247875941.0,12787623.0,4539463.0,18959794.0,7665120.0,487,323,56.7629,50.6418,56.6765,35.4989,40.4283,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20250929_mini-v1.13.3_sonnet-4-5-20250929,Claude-Sonnet-4.5,562346940.0,8439351.0,570786291.0,184308348.0,2915133.0,187223481.0,114083133.0,2913363.0,122522277.0,5828425.0,488,224,32.7748,34.5421,32.801,2.5537,4.757,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,Gemini-3-Pro,368376195.0,4176482.0,372552677.0,188144365.0,1683863.0,189828228.0,10670168.0,3484040.0,14846452.0,5167782.0,489,303,51.074,40.3177,50.9534,32.6522,34.8082,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251120_mini-v1.15.0_gpt-5.1-2025-11-13,GPT-5.1,348262307.0,3812980.0,352075287.0,132788495.0,1370310.0,134158805.0,18053845.0,3157063.0,21866626.0,4527269.0,489,279,38.1289,35.938,38.1051,17.4869,20.704,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251124_mini-v1.16.0_gpt-5.1-codex,GPT-5.1-Codex,280829612.0,1998022.0,282827634.0,134198877.0,712377.0,134911254.0,11835130.0,2966061.0,13832947.0,3678350.0,489,245,47.7866,35.6541,47.7009,25.0615,26.5912,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251124_mini-v1.17.0_minimax-m2,MiniMax-M2,1262051027.0,9874808.0,1271925835.0,753456458.0,5234142.0,758690600.0,23294394.0,11278906.0,33169023.0,16512918.0,488,324,59.701,53.005,59.649,48.419,49.7842,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251201_mini-v1.17.1_deepseek-v3.2-reasoner,DeepSeek-V3.2,486735528.0,6541392.0,493276920.0,300426117.0,3532222.0,303958339.0,13618723.0,5836656.0,20159927.0,9368760.0,482,324,61.7227,53.998,61.6202,42.8576,46.4722,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251201_mini-v1.17.1_glm-4.6,GLM-4.6,988282044.0,7461927.0,995743971.0,743765852.0,4069114.0,747834966.0,368108773.0,359300283.0,375570522.0,363369271.0,488,326,75.2585,54.5317,75.1031,97.6071,96.7513,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251209_mini-v1.17.2_devstral-2512,Devstral-Large,1231738310.0,10449642.0,1242187952.0,728930300.0,6019067.0,734949367.0,17073068.0,8171876.0,27522525.0,14190823.0,488,289,59.179,57.6007,59.1657,47.8641,51.5608,context_call_input_chars4_plus_generated_output_chars4
SWE-bench Verified,sweverify,0.9,dual,20251209_mini-v1.17.2_devstral-small-2512,Devstral-Small,1730973755.0,13078969.0,1744052724.0,1042004554.0,7522887.0,1049527441.0,19795681.0,8757235.0,32874466.0,16279990.0,488,342,60.1976,57.519,60.1775,44.2381,49.5217,context_call_input_chars4_plus_generated_output_chars4
